country,hs_chapter,commodity,year,export_value_usd
Afghanistan,38,38 Miscellaneous Chemical Products,2014,91650
Afghanistan,39,39 Plastics And Articles Thereof,2014,21820
Afghanistan,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2014,103061
Afghanistan,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2014,50784
Afghanistan,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2014,14636
Afghanistan,69,69 Ceramic Products,2014,307456
Afghanistan,70,70 Glass And Glassware,2014,41138
Afghanistan,73,73 Articles Of Iron Or Steel,2014,44289
Afghanistan,83,83 Miscellaneous Articles Of Base Metal,2014,6720
Afghanistan,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2014,6495550
Afghanistan,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2014,415138
Afghanistan,88,"88 Aircraft, Spacecraft, And Parts Thereof",2014,63056
Afghanistan,89,"89 Ships, Boats And Floating Structures",2014,14076
Afghanistan,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2014,1497018
Afghanistan,93,93 Arms And Ammunition; Parts And Accessories Thereof,2014,44182
Afghanistan,98,"98 Special Classification Provisions, Nesoi",2014,2565
Afghanistan,39,39 Plastics And Articles Thereof,2015,9400
Afghanistan,40,40 Rubber And Articles Thereof,2015,15053
Afghanistan,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2015,32104
Afghanistan,69,69 Ceramic Products,2015,10619
Afghanistan,70,70 Glass And Glassware,2015,92075
Afghanistan,73,73 Articles Of Iron Or Steel,2015,91550
Afghanistan,83,83 Miscellaneous Articles Of Base Metal,2015,8412
Afghanistan,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2015,4312428
Afghanistan,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2015,413008
Afghanistan,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2015,61264899
Afghanistan,88,"88 Aircraft, Spacecraft, And Parts Thereof",2015,1256545
Afghanistan,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2015,395407
Afghanistan,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2016,5950
Afghanistan,70,70 Glass And Glassware,2016,81172
Afghanistan,73,73 Articles Of Iron Or Steel,2016,9394
Afghanistan,75,75 Nickel And Articles Thereof,2016,92468
Afghanistan,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2016,2407918
Afghanistan,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2016,5713899
Afghanistan,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2016,310571769
Afghanistan,88,"88 Aircraft, Spacecraft, And Parts Thereof",2016,5112266
Afghanistan,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2016,307148
Afghanistan,93,93 Arms And Ammunition; Parts And Accessories Thereof,2016,1932422
Afghanistan,21,21 Miscellaneous Edible Preparations,2017,96728
Afghanistan,36,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2017,163573
Afghanistan,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2017,21495
Afghanistan,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2017,5270
Afghanistan,70,70 Glass And Glassware,2017,107275
Afghanistan,73,73 Articles Of Iron Or Steel,2017,39812
Afghanistan,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2017,2818376
Afghanistan,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2017,2117413
Afghanistan,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2017,309074072
Afghanistan,88,"88 Aircraft, Spacecraft, And Parts Thereof",2017,275235
Afghanistan,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2017,397137
Afghanistan,93,93 Arms And Ammunition; Parts And Accessories Thereof,2017,11687178
Afghanistan,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2018,9292
Afghanistan,70,70 Glass And Glassware,2018,111070
Afghanistan,73,73 Articles Of Iron Or Steel,2018,21788
Afghanistan,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2018,3055347
Afghanistan,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2018,2858368
Afghanistan,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2018,419402389
Afghanistan,88,"88 Aircraft, Spacecraft, And Parts Thereof",2018,118686
Afghanistan,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2018,217130
Afghanistan,93,93 Arms And Ammunition; Parts And Accessories Thereof,2018,41367576
Afghanistan,98,"98 Special Classification Provisions, Nesoi",2018,480000
Afghanistan,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2019,3500
Afghanistan,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2019,7480
Afghanistan,70,70 Glass And Glassware,2019,95490
Afghanistan,73,73 Articles Of Iron Or Steel,2019,44475
Afghanistan,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2019,3289630
Afghanistan,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2019,3421730
Afghanistan,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2019,10466864
Afghanistan,88,"88 Aircraft, Spacecraft, And Parts Thereof",2019,541005
Afghanistan,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2019,380735
Afghanistan,93,93 Arms And Ammunition; Parts And Accessories Thereof,2019,9674251
Afghanistan,98,"98 Special Classification Provisions, Nesoi",2019,276292
Afghanistan,40,40 Rubber And Articles Thereof,2020,2885
Afghanistan,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2020,65469
Afghanistan,70,70 Glass And Glassware,2020,84348
Afghanistan,73,73 Articles Of Iron Or Steel,2020,10618
Afghanistan,83,83 Miscellaneous Articles Of Base Metal,2020,18059
Afghanistan,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2020,4840564
Afghanistan,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2020,2060110
Afghanistan,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2020,579171
Afghanistan,88,"88 Aircraft, Spacecraft, And Parts Thereof",2020,318904
Afghanistan,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2020,134804
Afghanistan,93,93 Arms And Ammunition; Parts And Accessories Thereof,2020,6231556
Afghanistan,98,"98 Special Classification Provisions, Nesoi",2020,513187
Afghanistan,70,70 Glass And Glassware,2021,47093
Afghanistan,83,83 Miscellaneous Articles Of Base Metal,2021,3272
Afghanistan,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2021,781294
Afghanistan,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2021,274567
Afghanistan,88,"88 Aircraft, Spacecraft, And Parts Thereof",2021,8974
Afghanistan,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2021,28516
Afghanistan,93,93 Arms And Ammunition; Parts And Accessories Thereof,2021,2279835
Afghanistan,30,30 Pharmaceutical Products,2025,199282
Australia,2,02 Meat And Edible Meat Offal,2014,2181932
Australia,5,"05 Products Of Animal Origin, Nesoi",2014,4526
Australia,7,07 Edible Vegetables & Certain Roots & Tubers,2014,398643
Australia,8,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,2014,76197
Australia,9,"09 Coffee, Tea, Mate & Spices",2014,128363
Australia,11,11 Milling Products; Malt; Starch; Inulin; Wht Gluten,2014,793426
Australia,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2014,14921
Australia,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2014,621000
Australia,14,14 Vegetable Plaiting Materials & Products Nesoi,2014,34184
Australia,17,17 Sugars And Sugar Confectionary,2014,417530
Australia,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2014,752947
Australia,20,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2014,2737372
Australia,21,21 Miscellaneous Edible Preparations,2014,1695397
Australia,22,"22 Beverages, Spirits And Vinegar",2014,2782230
Australia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2014,5972463
Australia,25,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2014,7495
Australia,26,"26 Ores, Slag And Ash",2014,5396
Australia,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2014,1017304
Australia,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2014,387586
Australia,29,29 Organic Chemicals,2014,3555492
Australia,30,30 Pharmaceutical Products,2014,76784383
Australia,31,31 Fertilizers,2014,1444707
Australia,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2014,381530
Australia,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2014,1125494
Australia,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2014,1128406
Australia,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2014,2982243
Australia,36,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2014,5306
Australia,38,38 Miscellaneous Chemical Products,2014,25665928
Australia,39,39 Plastics And Articles Thereof,2014,15580956
Australia,40,40 Rubber And Articles Thereof,2014,14827028
Australia,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2014,1064301
Australia,44,44 Wood And Articles Of Wood; Wood Charcoal,2014,2067270
Australia,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2014,1745367
Australia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2014,3320279
Australia,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2014,216824
Australia,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2014,80089
Australia,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2014,574838
Australia,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2014,370098
Australia,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2014,2312318
Australia,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2014,106445
Australia,65,65 Headgear And Parts Thereof,2014,24249
Australia,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2014,5925870
Australia,69,69 Ceramic Products,2014,30650
Australia,70,70 Glass And Glassware,2014,4065013
Australia,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2014,27100
Australia,72,72 Iron And Steel,2014,392279
Australia,73,73 Articles Of Iron Or Steel,2014,4272012
Australia,74,74 Copper And Articles Thereof,2014,578424
Australia,75,75 Nickel And Articles Thereof,2014,405712
Australia,76,76 Aluminum And Articles Thereof,2014,3143942
Australia,80,80 Tin And Articles Thereof,2014,3772
Australia,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2014,3368893
Australia,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2014,1598313
Australia,83,83 Miscellaneous Articles Of Base Metal,2014,2986836
Australia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2014,163323590
Australia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2014,28317740
Australia,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2014,283560
Australia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2014,64120154
Australia,88,"88 Aircraft, Spacecraft, And Parts Thereof",2014,16981176
Australia,89,"89 Ships, Boats And Floating Structures",2014,2492466
Australia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2014,125141129
Australia,91,91 Clocks And Watches And Parts Thereof,2014,1602890
Australia,92,92 Musical Instruments; Parts And Accessories Thereof,2014,684890
Australia,93,93 Arms And Ammunition; Parts And Accessories Thereof,2014,26822
Australia,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2014,10158495
Australia,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2014,1380922
Australia,96,96 Miscellaneous Manufactured Articles,2014,247005
Australia,97,"97 Works Of Art, Collectors' Pieces And Antiques",2014,72812
Australia,98,"98 Special Classification Provisions, Nesoi",2014,1209562
Australia,5,"05 Products Of Animal Origin, Nesoi",2015,22942
Australia,7,07 Edible Vegetables & Certain Roots & Tubers,2015,442368
Australia,8,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,2015,200758
Australia,9,"09 Coffee, Tea, Mate & Spices",2015,101414
Australia,11,11 Milling Products; Malt; Starch; Inulin; Wht Gluten,2015,716371
Australia,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2015,24096
Australia,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2015,160553
Australia,14,14 Vegetable Plaiting Materials & Products Nesoi,2015,53480
Australia,15,"15 Animal, Vegetable Or Microbial Fats And Oils Etc",2015,20249
Australia,17,17 Sugars And Sugar Confectionary,2015,739582
Australia,18,18 Cocoa And Cocoa Preparations,2015,13584
Australia,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2015,950254
Australia,20,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2015,2695698
Australia,21,21 Miscellaneous Edible Preparations,2015,2069435
Australia,22,"22 Beverages, Spirits And Vinegar",2015,3810176
Australia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2015,2638572
Australia,25,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2015,9219
Australia,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2015,294528
Australia,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2015,871178
Australia,29,29 Organic Chemicals,2015,3615988
Australia,30,30 Pharmaceutical Products,2015,39918940
Australia,31,31 Fertilizers,2015,832770
Australia,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2015,476584
Australia,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2015,1443235
Australia,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2015,1061124
Australia,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2015,5380177
Australia,38,38 Miscellaneous Chemical Products,2015,21606119
Australia,39,39 Plastics And Articles Thereof,2015,18480268
Australia,40,40 Rubber And Articles Thereof,2015,11756151
Australia,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2015,91140
Australia,44,44 Wood And Articles Of Wood; Wood Charcoal,2015,1789019
Australia,47,47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd,2015,16671
Australia,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2015,1981535
Australia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2015,1784052
Australia,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2015,99044
Australia,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2015,21293
Australia,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2015,224013
Australia,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2015,9240
Australia,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2015,2396038
Australia,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2015,10522
Australia,65,65 Headgear And Parts Thereof,2015,15071
Australia,66,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",2015,3923
Australia,67,"67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art",2015,3873
Australia,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2015,14852983
Australia,69,69 Ceramic Products,2015,46384
Australia,70,70 Glass And Glassware,2015,3380830
Australia,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2015,179882
Australia,72,72 Iron And Steel,2015,422596
Australia,73,73 Articles Of Iron Or Steel,2015,2455808
Australia,74,74 Copper And Articles Thereof,2015,252520
Australia,75,75 Nickel And Articles Thereof,2015,365166
Australia,76,76 Aluminum And Articles Thereof,2015,5956151
Australia,79,79 Zinc And Articles Thereof,2015,18225
Australia,80,80 Tin And Articles Thereof,2015,10544
Australia,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2015,65353
Australia,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2015,1377777
Australia,83,83 Miscellaneous Articles Of Base Metal,2015,1869712
Australia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2015,102258150
Australia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2015,19774888
Australia,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2015,16317285
Australia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2015,68373072
Australia,88,"88 Aircraft, Spacecraft, And Parts Thereof",2015,20734721
Australia,89,"89 Ships, Boats And Floating Structures",2015,879241
Australia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2015,113523883
Australia,91,91 Clocks And Watches And Parts Thereof,2015,342617
Australia,92,92 Musical Instruments; Parts And Accessories Thereof,2015,490866
Australia,93,93 Arms And Ammunition; Parts And Accessories Thereof,2015,85409
Australia,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2015,7370652
Australia,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2015,1301302
Australia,96,96 Miscellaneous Manufactured Articles,2015,227394
Australia,97,"97 Works Of Art, Collectors' Pieces And Antiques",2015,49600
Australia,98,"98 Special Classification Provisions, Nesoi",2015,579151
Australia,2,02 Meat And Edible Meat Offal,2016,89235
Australia,4,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,2016,65091
Australia,5,"05 Products Of Animal Origin, Nesoi",2016,118450
Australia,7,07 Edible Vegetables & Certain Roots & Tubers,2016,343617
Australia,8,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,2016,59959
Australia,9,"09 Coffee, Tea, Mate & Spices",2016,154693
Australia,10,10 Cereals,2016,80297
Australia,11,11 Milling Products; Malt; Starch; Inulin; Wht Gluten,2016,769370
Australia,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2016,55499
Australia,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2016,287407
Australia,14,14 Vegetable Plaiting Materials & Products Nesoi,2016,120090
Australia,15,"15 Animal, Vegetable Or Microbial Fats And Oils Etc",2016,106503
Australia,17,17 Sugars And Sugar Confectionary,2016,627562
Australia,18,18 Cocoa And Cocoa Preparations,2016,7252
Australia,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2016,1010551
Australia,20,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2016,2124974
Australia,21,21 Miscellaneous Edible Preparations,2016,2859690
Australia,22,"22 Beverages, Spirits And Vinegar",2016,4677012
Australia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2016,2227356
Australia,25,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2016,9737
Australia,26,"26 Ores, Slag And Ash",2016,4300
Australia,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2016,340755
Australia,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2016,851908
Australia,29,29 Organic Chemicals,2016,2311559
Australia,30,30 Pharmaceutical Products,2016,42645804
Australia,31,31 Fertilizers,2016,921726
Australia,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2016,415949
Australia,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2016,1398907
Australia,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2016,1383595
Australia,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2016,4034175
Australia,37,37 Photographic Or Cinematographic Goods,2016,38429
Australia,38,38 Miscellaneous Chemical Products,2016,27072187
Australia,39,39 Plastics And Articles Thereof,2016,14880181
Australia,40,40 Rubber And Articles Thereof,2016,7754486
Australia,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2016,138747
Australia,44,44 Wood And Articles Of Wood; Wood Charcoal,2016,1758218
Australia,45,45 Cork And Articles Of Cork,2016,26038
Australia,47,47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd,2016,4880
Australia,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2016,2122252
Australia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2016,3571244
Australia,54,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2016,9314
Australia,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2016,141866
Australia,58,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2016,15512
Australia,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2016,24659
Australia,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2016,439430
Australia,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2016,33784
Australia,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2016,5197546
Australia,65,65 Headgear And Parts Thereof,2016,38061
Australia,66,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",2016,24236
Australia,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2016,11966671
Australia,69,69 Ceramic Products,2016,17060
Australia,70,70 Glass And Glassware,2016,4899896
Australia,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2016,207074
Australia,72,72 Iron And Steel,2016,42212
Australia,73,73 Articles Of Iron Or Steel,2016,2848049
Australia,74,74 Copper And Articles Thereof,2016,371627
Australia,75,75 Nickel And Articles Thereof,2016,110395
Australia,76,76 Aluminum And Articles Thereof,2016,3208436
Australia,79,79 Zinc And Articles Thereof,2016,3597
Australia,80,80 Tin And Articles Thereof,2016,81041
Australia,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2016,115211
Australia,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2016,1043372
Australia,83,83 Miscellaneous Articles Of Base Metal,2016,744302
Australia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2016,103349007
Australia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2016,25854782
Australia,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2016,643816
Australia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2016,291873039
Australia,88,"88 Aircraft, Spacecraft, And Parts Thereof",2016,6968408
Australia,89,"89 Ships, Boats And Floating Structures",2016,580823
Australia,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2016,161629131
Australia,91,91 Clocks And Watches And Parts Thereof,2016,3595
Australia,92,92 Musical Instruments; Parts And Accessories Thereof,2016,468056
Australia,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2016,9926607
Australia,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2016,2057533
Australia,96,96 Miscellaneous Manufactured Articles,2016,471663
Australia,97,"97 Works Of Art, Collectors' Pieces And Antiques",2016,214311
Australia,98,"98 Special Classification Provisions, Nesoi",2016,4347401
Australia,2,02 Meat And Edible Meat Offal,2017,300188
Australia,4,04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,2017,6891
Australia,5,"05 Products Of Animal Origin, Nesoi",2017,36523
Australia,7,07 Edible Vegetables & Certain Roots & Tubers,2017,184731
Australia,9,"09 Coffee, Tea, Mate & Spices",2017,61651
Australia,10,10 Cereals,2017,31792
Australia,11,11 Milling Products; Malt; Starch; Inulin; Wht Gluten,2017,645833
Australia,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2017,71649
Australia,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2017,216865
Australia,14,14 Vegetable Plaiting Materials & Products Nesoi,2017,20624
Australia,15,"15 Animal, Vegetable Or Microbial Fats And Oils Etc",2017,68533
Australia,17,17 Sugars And Sugar Confectionary,2017,504271
Australia,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2017,1482156
Australia,20,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2017,1149882
Australia,21,21 Miscellaneous Edible Preparations,2017,1772484
Australia,22,"22 Beverages, Spirits And Vinegar",2017,5561400
Australia,23,23 Food Industry Residues & Waste; Prep Animal Feed,2017,10003562
Australia,25,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2017,3733
Australia,26,"26 Ores, Slag And Ash",2017,17242
Australia,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2017,426867
Australia,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2017,1111770
Australia,29,29 Organic Chemicals,2017,1701660
Australia,30,30 Pharmaceutical Products,2017,60264673
Australia,31,31 Fertilizers,2017,787813
Australia,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2017,700104
Australia,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2017,1197860
Australia,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2017,988227
Australia,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2017,3990337
Australia,36,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2017,3699
Australia,38,38 Miscellaneous Chemical Products,2017,21412049
Australia,39,39 Plastics And Articles Thereof,2017,15291000
Australia,40,40 Rubber And Articles Thereof,2017,5412129
Australia,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2017,373475
Australia,44,44 Wood And Articles Of Wood; Wood Charcoal,2017,1782188
Australia,47,47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd,2017,3660
Australia,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2017,2284915
Australia,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2017,6128869
Australia,52,"52 Cotton, Including Yarn And Woven Fabric Thereof",2017,5007
Australia,55,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2017,20707
Australia,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2017,391308
Australia,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2017,13384
Australia,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2017,218935
Australia,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2017,41414
Australia,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2017,5543798
Australia,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2017,18448
Australia,65,65 Headgear And Parts Thereof,2017,180428
Australia,66,"66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts",2017,13966
Australia,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2017,1994321
Australia,69,69 Ceramic Products,2017,59985
Australia,70,70 Glass And Glassware,2017,3644072
Australia,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2017,4064
Australia,72,72 Iron And Steel,2017,95964
Australia,73,73 Articles Of Iron Or Steel,2017,4213261
Australia,74,74 Copper And Articles Thereof,2017,421254
Australia,75,75 Nickel And Articles Thereof,2017,501041
Australia,76,76 Aluminum And Articles Thereof,2017,4981397
Australia,79,79 Zinc And Articles Thereof,2017,18812
Australia,80,80 Tin And Articles Thereof,2017,7178
Australia,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2017,319793
Australia,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2017,1305779
Australia,83,83 Miscellaneous Articles Of Base Metal,2017,1837533
Australia,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2017,126459804
Australia,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2017,23328673
Australia,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2017,220020
Australia,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2017,399895152
Australia,88,"88 Aircraft, Spacecraft, And Parts Thereof",2017,18229971
