country,hs_chapter,commodity,year,export_value_usd
Hong Kong,54,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2022,4012
Hong Kong,55,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2022,14500
Hong Kong,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2022,178665
Hong Kong,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2022,141095
Hong Kong,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2022,6913
Hong Kong,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2022,5110
Hong Kong,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2022,10297
Hong Kong,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2022,12846
Hong Kong,69,69 Ceramic Products,2022,18035
Hong Kong,70,70 Glass And Glassware,2022,208422
Hong Kong,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2022,251174
Hong Kong,72,72 Iron And Steel,2022,498742
Hong Kong,73,73 Articles Of Iron Or Steel,2022,1051853
Hong Kong,75,75 Nickel And Articles Thereof,2022,670641
Hong Kong,76,76 Aluminum And Articles Thereof,2022,37648
Hong Kong,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2022,766363
Hong Kong,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2022,148119
Hong Kong,83,83 Miscellaneous Articles Of Base Metal,2022,657570
Hong Kong,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2022,11802050
Hong Kong,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2022,40414394
Hong Kong,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2022,1089606
Hong Kong,88,"88 Aircraft, Spacecraft, And Parts Thereof",2022,14426727
Hong Kong,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2022,11580570
Hong Kong,91,91 Clocks And Watches And Parts Thereof,2022,30179
Hong Kong,92,92 Musical Instruments; Parts And Accessories Thereof,2022,289547
Hong Kong,93,93 Arms And Ammunition; Parts And Accessories Thereof,2022,30790
Hong Kong,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2022,631106
Hong Kong,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2022,452497
Hong Kong,96,96 Miscellaneous Manufactured Articles,2022,18074
Hong Kong,97,"97 Works Of Art, Collectors' Pieces And Antiques",2022,4500
Hong Kong,98,"98 Special Classification Provisions, Nesoi",2022,8341317
Hong Kong,2,02 Meat And Edible Meat Offal,2023,3304687
Hong Kong,10,10 Cereals,2023,268418
Hong Kong,15,"15 Animal, Vegetable Or Microbial Fats And Oils Etc",2023,944088
Hong Kong,17,17 Sugars And Sugar Confectionary,2023,74214
Hong Kong,18,18 Cocoa And Cocoa Preparations,2023,109458
Hong Kong,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2023,643525
Hong Kong,21,21 Miscellaneous Edible Preparations,2023,3292864
Hong Kong,22,"22 Beverages, Spirits And Vinegar",2023,235254
Hong Kong,23,23 Food Industry Residues & Waste; Prep Animal Feed,2023,616164
Hong Kong,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2023,113823
Hong Kong,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2023,6508
Hong Kong,29,29 Organic Chemicals,2023,1206785
Hong Kong,30,30 Pharmaceutical Products,2023,25688837
Hong Kong,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2023,99896
Hong Kong,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2023,2612247
Hong Kong,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2023,112434
Hong Kong,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2023,2799910
Hong Kong,36,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2023,153905
Hong Kong,37,37 Photographic Or Cinematographic Goods,2023,59725
Hong Kong,38,38 Miscellaneous Chemical Products,2023,3226457
Hong Kong,39,39 Plastics And Articles Thereof,2023,9391296
Hong Kong,40,40 Rubber And Articles Thereof,2023,410787
Hong Kong,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2023,47974
Hong Kong,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2023,11219
Hong Kong,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2023,255044
Hong Kong,54,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2023,75063
Hong Kong,55,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2023,55256
Hong Kong,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2023,204514
Hong Kong,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2023,233997
Hong Kong,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2023,5953
Hong Kong,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2023,69600
Hong Kong,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2023,132274
Hong Kong,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2023,43529
Hong Kong,69,69 Ceramic Products,2023,5201
Hong Kong,70,70 Glass And Glassware,2023,104324
Hong Kong,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2023,1147070
Hong Kong,72,72 Iron And Steel,2023,1216390
Hong Kong,73,73 Articles Of Iron Or Steel,2023,237688
Hong Kong,74,74 Copper And Articles Thereof,2023,12451
Hong Kong,75,75 Nickel And Articles Thereof,2023,1070740
Hong Kong,76,76 Aluminum And Articles Thereof,2023,534342
Hong Kong,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2023,403776
Hong Kong,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2023,92667
Hong Kong,83,83 Miscellaneous Articles Of Base Metal,2023,613826
Hong Kong,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2023,13548419
Hong Kong,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2023,92202446
Hong Kong,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2023,125000
Hong Kong,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2023,342624
Hong Kong,88,"88 Aircraft, Spacecraft, And Parts Thereof",2023,20492591
Hong Kong,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2023,17867223
Hong Kong,91,91 Clocks And Watches And Parts Thereof,2023,12511
Hong Kong,92,92 Musical Instruments; Parts And Accessories Thereof,2023,422044
Hong Kong,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2023,343761
Hong Kong,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2023,221700
Hong Kong,96,96 Miscellaneous Manufactured Articles,2023,2736
Hong Kong,97,"97 Works Of Art, Collectors' Pieces And Antiques",2023,90000
Hong Kong,98,"98 Special Classification Provisions, Nesoi",2023,3919830
Hong Kong,2,02 Meat And Edible Meat Offal,2024,4426436
Hong Kong,5,"05 Products Of Animal Origin, Nesoi",2024,7950
Hong Kong,9,"09 Coffee, Tea, Mate & Spices",2024,36579
Hong Kong,10,10 Cereals,2024,219638
Hong Kong,15,"15 Animal, Vegetable Or Microbial Fats And Oils Etc",2024,1120596
Hong Kong,17,17 Sugars And Sugar Confectionary,2024,26530
Hong Kong,18,18 Cocoa And Cocoa Preparations,2024,447305
Hong Kong,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2024,394929
Hong Kong,21,21 Miscellaneous Edible Preparations,2024,5862581
Hong Kong,22,"22 Beverages, Spirits And Vinegar",2024,236521
Hong Kong,23,23 Food Industry Residues & Waste; Prep Animal Feed,2024,926291
Hong Kong,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2024,19155
Hong Kong,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2024,8002
Hong Kong,29,29 Organic Chemicals,2024,1414704
Hong Kong,30,30 Pharmaceutical Products,2024,14440255
Hong Kong,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2024,90958
Hong Kong,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2024,1964525
Hong Kong,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2024,74842
Hong Kong,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2024,1242832
Hong Kong,37,37 Photographic Or Cinematographic Goods,2024,147726
Hong Kong,38,38 Miscellaneous Chemical Products,2024,2795446
Hong Kong,39,39 Plastics And Articles Thereof,2024,8561720
Hong Kong,40,40 Rubber And Articles Thereof,2024,329978
Hong Kong,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2024,72931
Hong Kong,44,44 Wood And Articles Of Wood; Wood Charcoal,2024,3367
Hong Kong,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2024,19174
Hong Kong,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2024,341366
Hong Kong,54,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2024,506534
Hong Kong,55,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2024,8226
Hong Kong,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2024,9775
Hong Kong,58,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2024,36281
Hong Kong,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2024,321629
Hong Kong,60,60 Knitted Or Crocheted Fabrics,2024,4452
Hong Kong,61,"61 Apparel Articles And Accessories, Knit Or Crochet",2024,13780
Hong Kong,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2024,6425
Hong Kong,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2024,28005
Hong Kong,70,70 Glass And Glassware,2024,123365
Hong Kong,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2024,717554
Hong Kong,72,72 Iron And Steel,2024,374674
Hong Kong,73,73 Articles Of Iron Or Steel,2024,385715
Hong Kong,74,74 Copper And Articles Thereof,2024,1028586
Hong Kong,75,75 Nickel And Articles Thereof,2024,291045
Hong Kong,76,76 Aluminum And Articles Thereof,2024,1598992
Hong Kong,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2024,1963923
Hong Kong,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2024,6032
Hong Kong,83,83 Miscellaneous Articles Of Base Metal,2024,566686
Hong Kong,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2024,17106129
Hong Kong,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2024,78287886
Hong Kong,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2024,34418
Hong Kong,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2024,981758
Hong Kong,88,"88 Aircraft, Spacecraft, And Parts Thereof",2024,46982458
Hong Kong,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2024,16058876
Hong Kong,91,91 Clocks And Watches And Parts Thereof,2024,13000
Hong Kong,92,92 Musical Instruments; Parts And Accessories Thereof,2024,374884
Hong Kong,93,93 Arms And Ammunition; Parts And Accessories Thereof,2024,3135
Hong Kong,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2024,580809
Hong Kong,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2024,454624
Hong Kong,96,96 Miscellaneous Manufactured Articles,2024,129593
Hong Kong,98,"98 Special Classification Provisions, Nesoi",2024,1311013
Hong Kong,2,02 Meat And Edible Meat Offal,2025,3578433
Hong Kong,10,10 Cereals,2025,175607
Hong Kong,15,"15 Animal, Vegetable Or Microbial Fats And Oils Etc",2025,36776
Hong Kong,16,"16 Prep Of Meat,of Fish,of Crustaceans Etc,of Insects",2025,4000
Hong Kong,17,17 Sugars And Sugar Confectionary,2025,26509
Hong Kong,18,18 Cocoa And Cocoa Preparations,2025,548028
Hong Kong,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2025,915357
Hong Kong,21,21 Miscellaneous Edible Preparations,2025,10437904
Hong Kong,22,"22 Beverages, Spirits And Vinegar",2025,188786
Hong Kong,23,23 Food Industry Residues & Waste; Prep Animal Feed,2025,895158
Hong Kong,25,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2025,47339
Hong Kong,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2025,190824
Hong Kong,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2025,59058
Hong Kong,29,29 Organic Chemicals,2025,557611
Hong Kong,30,30 Pharmaceutical Products,2025,10389417
Hong Kong,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2025,109028
Hong Kong,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2025,2085628
Hong Kong,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2025,78000
Hong Kong,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2025,2754500
Hong Kong,37,37 Photographic Or Cinematographic Goods,2025,323293
Hong Kong,38,38 Miscellaneous Chemical Products,2025,1899383
Hong Kong,39,39 Plastics And Articles Thereof,2025,7654425
Hong Kong,40,40 Rubber And Articles Thereof,2025,312856
Hong Kong,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2025,53150
Hong Kong,44,44 Wood And Articles Of Wood; Wood Charcoal,2025,47356
Hong Kong,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2025,145713
Hong Kong,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2025,223742
Hong Kong,54,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2025,383612
Hong Kong,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2025,63559
Hong Kong,58,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2025,17756
Hong Kong,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2025,279558
Hong Kong,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2025,17925
Hong Kong,64,"64 Footwear, Gaiters Etc. And Parts Thereof",2025,21174
Hong Kong,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2025,36696
Hong Kong,70,70 Glass And Glassware,2025,69103
Hong Kong,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2025,335707
Hong Kong,72,72 Iron And Steel,2025,335287
Hong Kong,73,73 Articles Of Iron Or Steel,2025,502401
Hong Kong,74,74 Copper And Articles Thereof,2025,3431016
Hong Kong,75,75 Nickel And Articles Thereof,2025,530353
Hong Kong,76,76 Aluminum And Articles Thereof,2025,8348650
Hong Kong,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2025,1485226
Hong Kong,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2025,8426
Hong Kong,83,83 Miscellaneous Articles Of Base Metal,2025,882736
Hong Kong,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2025,29761152
Hong Kong,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2025,132870635
Hong Kong,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2025,175273
Hong Kong,88,"88 Aircraft, Spacecraft, And Parts Thereof",2025,51579790
Hong Kong,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2025,16199421
Hong Kong,92,92 Musical Instruments; Parts And Accessories Thereof,2025,176476
Hong Kong,93,93 Arms And Ammunition; Parts And Accessories Thereof,2025,145607
Hong Kong,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2025,596101
Hong Kong,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2025,238427
Hong Kong,96,96 Miscellaneous Manufactured Articles,2025,94150
Hong Kong,98,"98 Special Classification Provisions, Nesoi",2025,1201179
India,1,01 Live Animals,2014,75827
India,10,10 Cereals,2014,37650
India,11,11 Milling Products; Malt; Starch; Inulin; Wht Gluten,2014,188426
India,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2014,494486
India,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2014,17750
India,17,17 Sugars And Sugar Confectionary,2014,161922
India,18,18 Cocoa And Cocoa Preparations,2014,3315
India,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2014,28180
India,20,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2014,64993
India,21,21 Miscellaneous Edible Preparations,2014,244051
India,22,"22 Beverages, Spirits And Vinegar",2014,2756
India,23,23 Food Industry Residues & Waste; Prep Animal Feed,2014,3641361
India,25,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2014,23666
India,26,"26 Ores, Slag And Ash",2014,42672
India,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2014,278080
India,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2014,2643927
India,29,29 Organic Chemicals,2014,26873876
India,30,30 Pharmaceutical Products,2014,25732878
India,31,31 Fertilizers,2014,3339795
India,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2014,1040100
India,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2014,106182
India,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2014,1190405
India,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2014,7053764
India,37,37 Photographic Or Cinematographic Goods,2014,61335
India,38,38 Miscellaneous Chemical Products,2014,10832655
India,39,39 Plastics And Articles Thereof,2014,12365494
India,40,40 Rubber And Articles Thereof,2014,2822893
India,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2014,41223
India,44,44 Wood And Articles Of Wood; Wood Charcoal,2014,631056
India,47,47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd,2014,1173194
India,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2014,778508
India,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2014,789666
India,54,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2014,54394
India,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2014,18145
India,57,57 Carpets And Other Textile Floor Coverings,2014,195946
India,58,58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2014,7819
India,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2014,1142862
India,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2014,177641
India,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2014,283495
India,69,69 Ceramic Products,2014,85174
India,70,70 Glass And Glassware,2014,104369
India,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2014,3281
India,72,72 Iron And Steel,2014,5038354
India,73,73 Articles Of Iron Or Steel,2014,1697506
India,74,74 Copper And Articles Thereof,2014,559617
India,75,75 Nickel And Articles Thereof,2014,795931
India,76,76 Aluminum And Articles Thereof,2014,536010
India,78,78 Lead And Articles Thereof,2014,23500
India,79,79 Zinc And Articles Thereof,2014,243111
India,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2014,4261722
India,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2014,328459
India,83,83 Miscellaneous Articles Of Base Metal,2014,550392
India,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2014,65961077
India,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2014,11025250
India,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2014,781596
India,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2014,11445108
India,88,"88 Aircraft, Spacecraft, And Parts Thereof",2014,5642608
India,89,"89 Ships, Boats And Floating Structures",2014,100402
India,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2014,36025553
India,92,92 Musical Instruments; Parts And Accessories Thereof,2014,10055
India,93,93 Arms And Ammunition; Parts And Accessories Thereof,2014,36290
India,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2014,4429760
India,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2014,44894
India,96,96 Miscellaneous Manufactured Articles,2014,21848
India,97,"97 Works Of Art, Collectors' Pieces And Antiques",2014,22553
India,98,"98 Special Classification Provisions, Nesoi",2014,292832
India,1,01 Live Animals,2015,96512
India,5,"05 Products Of Animal Origin, Nesoi",2015,5275
India,10,10 Cereals,2015,269225
India,11,11 Milling Products; Malt; Starch; Inulin; Wht Gluten,2015,267127
India,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2015,446594
India,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2015,20473
India,17,17 Sugars And Sugar Confectionary,2015,125295
India,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2015,27891
India,21,21 Miscellaneous Edible Preparations,2015,70527
India,22,"22 Beverages, Spirits And Vinegar",2015,9440
India,23,23 Food Industry Residues & Waste; Prep Animal Feed,2015,2159093
India,25,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2015,98482
India,26,"26 Ores, Slag And Ash",2015,60960
India,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2015,5013102
India,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2015,3507026
India,29,29 Organic Chemicals,2015,28659972
India,30,30 Pharmaceutical Products,2015,61350343
India,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2015,889125
India,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2015,44353
India,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2015,1196302
India,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2015,5825440
India,37,37 Photographic Or Cinematographic Goods,2015,113400
India,38,38 Miscellaneous Chemical Products,2015,16602187
India,39,39 Plastics And Articles Thereof,2015,16589713
India,40,40 Rubber And Articles Thereof,2015,3743583
India,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2015,11297
India,44,44 Wood And Articles Of Wood; Wood Charcoal,2015,1373724
India,47,47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd,2015,1305476
India,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2015,1093745
India,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2015,446077
India,57,57 Carpets And Other Textile Floor Coverings,2015,105110
India,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2015,405028
India,60,60 Knitted Or Crocheted Fabrics,2015,26629
India,62,"62 Apparel Articles And Accessories, Not Knit Etc.",2015,18116
India,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2015,265557
India,65,65 Headgear And Parts Thereof,2015,69080
India,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2015,712182
India,69,69 Ceramic Products,2015,10838
India,70,70 Glass And Glassware,2015,274349
India,72,72 Iron And Steel,2015,3619212
India,73,73 Articles Of Iron Or Steel,2015,2006791
India,74,74 Copper And Articles Thereof,2015,649621
India,75,75 Nickel And Articles Thereof,2015,832220
India,76,76 Aluminum And Articles Thereof,2015,237465
India,79,79 Zinc And Articles Thereof,2015,30757
India,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2015,2719969
India,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2015,666661
India,83,83 Miscellaneous Articles Of Base Metal,2015,551542
India,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2015,59940516
India,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2015,18266175
India,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2015,37592
India,87,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2015,11969224
India,88,"88 Aircraft, Spacecraft, And Parts Thereof",2015,227022
India,90,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2015,25335487
India,93,93 Arms And Ammunition; Parts And Accessories Thereof,2015,92731
India,94,"94 Furnit;bedding,mattres;luminaires,light Fix;prefab",2015,2607076
India,95,"95 Toys, Games & Sport Equipment; Parts & Accessories",2015,158841
India,97,"97 Works Of Art, Collectors' Pieces And Antiques",2015,10102
India,98,"98 Special Classification Provisions, Nesoi",2015,102624
India,1,01 Live Animals,2016,279368
India,3,"03 Fish, Crustaceans & Aquatic Invertebrates",2016,10786
India,10,10 Cereals,2016,2106485
India,11,11 Milling Products; Malt; Starch; Inulin; Wht Gluten,2016,233185
India,12,"12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",2016,988499
India,13,"13 Lac; Gums, Resins & Other Vegetable Sap & Extract",2016,116220
India,17,17 Sugars And Sugar Confectionary,2016,67118
India,19,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2016,10931
India,21,21 Miscellaneous Edible Preparations,2016,40302
India,22,"22 Beverages, Spirits And Vinegar",2016,112562
India,23,23 Food Industry Residues & Waste; Prep Animal Feed,2016,2367101
India,25,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2016,6749
India,26,"26 Ores, Slag And Ash",2016,39878
India,27,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2016,6094753
India,28,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2016,2936265
India,29,29 Organic Chemicals,2016,19890204
India,30,30 Pharmaceutical Products,2016,21782501
India,32,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2016,1446575
India,33,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2016,10784
India,34,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2016,1193463
India,35,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2016,6446838
India,38,38 Miscellaneous Chemical Products,2016,16391639
India,39,39 Plastics And Articles Thereof,2016,14546610
India,40,40 Rubber And Articles Thereof,2016,2063179
India,41,41 Raw Hides And Skins (no Furskins) And Leather,2016,3808
India,42,42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art,2016,3210
India,44,44 Wood And Articles Of Wood; Wood Charcoal,2016,749343
India,47,47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd,2016,2800524
India,48,48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2016,984717
India,49,"49 Printed Books, Newspapers Etc; Manuscripts Etc",2016,553453
India,55,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2016,5500
India,56,"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2016,8319
India,59,59 Impregnated Etc Text Fabrics; Tex Art For Industry,2016,533757
India,63,63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2016,256364
India,65,65 Headgear And Parts Thereof,2016,4852
India,68,"68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",2016,287345
India,70,70 Glass And Glassware,2016,111609
India,71,"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",2016,490242
India,72,72 Iron And Steel,2016,3264548
India,73,73 Articles Of Iron Or Steel,2016,3396564
India,74,74 Copper And Articles Thereof,2016,280751
India,75,75 Nickel And Articles Thereof,2016,799100
India,76,76 Aluminum And Articles Thereof,2016,141085
India,78,78 Lead And Articles Thereof,2016,226000
India,81,81 Base Metals Nesoi; Cermets; Articles Thereof,2016,3235416
India,82,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2016,448255
India,83,83 Miscellaneous Articles Of Base Metal,2016,652252
India,84,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2016,87568874
India,85,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2016,7814807
India,86,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2016,20137
